ticket,fecha,cafeteria,producto,categoria,precio,cantidad,metodo_pago,turno,campus,satisfaccion,observaciones,empleado_captura
CF-00711,2026-03-10 14:45:00,Cafetería Central,ENSALADA,Snack,60,2,efectivo ,Tarde,FES Aragón,Alta,revisar,admin
CF-00087,2026-03-02 11:15:00,CAFETERIA CENTRAL,Cafe,Alimento,60,4,Efectivo, tarde ,FES ARAGON,baja,,emp02
CF-00512,2026-04-04 15:30:00,CAFETERÍA ANEXO,agua , bebida ,25,3,efectivo ,Mañana, ciudad universitaria ,muy alta,revisar,emp02
CF-00680,2026-03-29 19:30:00,CAFETERIA CENTRAL,agua ,Bebida,60,3,Efectivo,Noche,FES Aragón,baja,revisar,emp01
CF-00484,2026-03-27 11:30:00,CAFETERÍA ANEXO, torta , snack ,35,3,TARJETA,Noche,FES ARAGON,Alta,promoción,temporal
CF-00530,2026-03-17 18:30:00,CAFETERIA CENTRAL,Agua,Bebida,35,1,Tarjeta,mañana ,Ciudad Universitaria,,,emp02
CF-00490,2026-06-06 19:15:00,cafeteria anexo,ENSALADA,Bebida,,1,vale ,Tarde,FES ARAGON,MEDIA,promoción,admin
CF-00256,2026-05-07 15:45:00,Cafetería Anexo,galletas,Bebida,18,2,,noche ,Ciudad Universitaria,Muy Alta,,emp02
CF-00388,2026-04-11 09:15:00, cafeteria central ,Café, bebida ,,1,Tarjeta,Noche,FES ARAGON,MEDIA,sin observación,emp02
CF-00669,2026-05-21 19:00:00,CAFETERIA CENTRAL,Ensalada, bebida ,35,4,TARJETA, tarde , fes aragón ,baja,sin observación,emp01
CF-00274,2026-04-16 13:15:00,CAFETERÍA ANEXO,Galletas, bebida ,20,2,TARJETA,mañana ,Ciudad Universitaria,Media,revisar,admin
CF-00142,2026-05-07 10:00:00,Cafetería Central,ENSALADA,Snack,60,4,Vale,Tarde,FES Aragón,alta ,promoción,temporal
CF-00599,2026-03-06 18:00:00, cafeteria central ,galletas, snack ,18,1,tarjeta,TARDE,FES Aragón,Baja ,revisar,temporal
CF-00266,2026-05-22 12:30:00,cafeteria anexo,Café,Alimento,15,1,Efectivo,noche ,FES ARAGON,Muy Alta,promoción,admin
CF-00501,2026-03-23 18:45:00,cafeteria anexo,ENSALADA,Alimento,20,1,, tarde ,FES Aragón,,sin observación,temporal
CF-00428,2026-04-12 20:15:00,cafeteria anexo,CAFÉ,Alimento,25,2,Efectivo,noche ,FES Aragón,alta ,producto agotado,admin
CF-00013,2026-04-20 10:15:00, cafeteria central , torta ,ALIMENTO,25,1,, tarde , fes aragón ,Media,revisar,temporal
CF-00405,2026-05-08 18:30:00,cafeteria anexo,Ensalada,BEBIDA,35,2,TARJETA,noche ,FES Aragón,muy alta,,emp02
CF-00013,2026-04-20 10:15:00, cafeteria central , torta ,ALIMENTO,25,1,, tarde , fes aragón ,Media,revisar,temporal
CF-00364,2026-04-18 07:45:00,CAFETERIA CENTRAL,Café,BEBIDA,15,,efectivo ,mañana , ciudad universitaria ,Media,promoción,emp01
CF-00539,2026-03-06 11:00:00,cafeteria anexo,Agua,BEBIDA,45,2,Tarjeta,Mañana, fes aragón ,,,emp02
CF-00437,2026-06-09 07:45:00,cafeteria anexo,agua ,Bebida,12,1,efectivo ,MANANA,FES Aragón,MEDIA,revisar,temporal
CF-00430,2026-05-02 09:30:00,CAFETERÍA ANEXO,ENSALADA,Alimento,25,1,efectivo ,Mañana,FES ARAGON,alta ,sin observación,emp01
CF-00500,2026-04-28 09:30:00,Cafetería Central,ENSALADA, bebida ,12,3,tarjeta, tarde ,Ciudad Universitaria,Baja ,producto agotado,admin
CF-00557,2026-05-15 11:30:00,Cafetería Central,ENSALADA,ALIMENTO,35,,,TARDE,CU,Media,,emp01
CF-00662,2026-03-27 09:00:00,Cafetería Anexo,Cafe, bebida ,60,,TARJETA,Mañana,CU,alta ,producto agotado,emp01
CF-00614,2026-03-22 09:45:00, cafeteria central ,Torta,Alimento,45,,TARJETA,mañana , fes aragón ,muy alta,,admin
CF-00233,2026-05-24 13:45:00,CAFETERÍA ANEXO,agua ,Alimento,20,1,Vale,noche ,Ciudad Universitaria,,promoción,admin
CF-00232,2026-05-28 20:00:00,CAFETERIA CENTRAL,galletas,BEBIDA,35,3,vale ,MANANA, ciudad universitaria ,alta ,revisar,temporal
CF-00068,2026-05-19 18:15:00,cafeteria anexo,ENSALADA,ALIMENTO,,2,Tarjeta,Tarde,FES ARAGON,alta ,sin observación,emp02
CF-00320,2026-03-25 18:15:00,CAFETERÍA ANEXO, torta , snack ,20,3,Vale,TARDE, fes aragón ,,producto agotado,emp02
CF-00383,2026-05-04 10:45:00, cafeteria central ,Café, bebida ,12,1,vale ,Noche,Ciudad Universitaria,,revisar,emp02
CF-00333,2026-04-26 18:30:00,CAFETERÍA ANEXO,Cafe,ALIMENTO,60,1,,Tarde, fes aragón ,alta ,,temporal
CF-00697,2026-03-25 10:15:00,cafeteria anexo,Ensalada,Alimento,12,2,Efectivo,noche , fes aragón ,Media,promoción,admin
CF-00462,,Cafetería Anexo,Agua, bebida ,12,2,Tarjeta,Mañana,FES ARAGON,Media,,emp01
CF-00234,2026-03-02 10:15:00,Cafetería Central,Torta,BEBIDA,12,4,TARJETA,noche ,FES Aragón,Alta,promoción,emp01
CF-00418,2026-04-29 11:00:00,CAFETERIA CENTRAL, torta ,Alimento,45,2,vale ,mañana ,Ciudad Universitaria,MEDIA,promoción,emp01
CF-00664,2026-04-24 19:45:00,Cafetería Central,Cafe, snack ,60,4,vale ,Tarde,Ciudad Universitaria,alta ,sin observación,temporal
CF-00132,2026-04-20 09:45:00,CAFETERÍA ANEXO,Cafe,ALIMENTO,25,,Vale,Tarde,FES Aragón,,,temporal
CF-00315,2026-03-13 11:45:00, cafeteria central ,ENSALADA, snack ,12,,,MANANA,FES ARAGON,alta ,promoción,temporal
CF-00350,2026-05-14 15:30:00,Cafetería Anexo, torta ,ALIMENTO,,1,,noche , ciudad universitaria ,Baja ,,admin
CF-00585,2026-06-01 18:00:00, cafeteria central ,galletas,ALIMENTO,,4,tarjeta, tarde ,Ciudad Universitaria,Alta,,temporal
CF-00140,2026-04-21 12:15:00,Cafetería Central,ENSALADA,Alimento,18,3,tarjeta,mañana ,FES Aragón,Baja ,,emp02
CF-00710,2026-06-02 09:00:00,CAFETERIA CENTRAL,Cafe, snack ,15,3,tarjeta,Noche,FES ARAGON,muy alta,,temporal
CF-00698,2026-06-05 16:15:00,Cafetería Anexo,galletas,BEBIDA,,4,,MANANA,Ciudad Universitaria,MEDIA,revisar,emp02
CF-00141,2026-04-19 11:00:00, cafeteria central ,agua ,Alimento,35,1,Vale,noche ,FES ARAGON,Muy Alta,promoción,admin
CF-00598,2026-05-04 07:00:00,CAFETERÍA ANEXO,CAFÉ,Snack,15,1,Efectivo,Noche,CU,MEDIA,revisar,admin
CF-00298,2026-06-01 09:00:00,Cafetería Central,Galletas,Alimento,15,1,, tarde ,Ciudad Universitaria,baja,,emp01
CF-00486,2026-05-02 12:45:00,Cafetería Central,agua ,ALIMENTO,12,2,TARJETA, tarde ,Ciudad Universitaria,baja,,temporal
CF-00394,2026-03-05 15:45:00,Cafetería Anexo,Cafe, snack ,,,efectivo , tarde ,FES ARAGON,alta ,sin observación,temporal
CF-00128,2026-03-08 16:45:00,CAFETERIA CENTRAL,Cafe, snack ,18,3,,Mañana, ciudad universitaria ,Muy Alta,revisar,emp02
CF-00481,2026-04-29 15:00:00,Cafetería Central,ENSALADA,Snack,,3,Vale,Noche,FES ARAGON,Muy Alta,promoción,emp01
CF-00379,2026-06-05 19:00:00,CAFETERÍA ANEXO,agua , bebida ,15,2,tarjeta,Tarde, fes aragón ,Muy Alta,revisar,admin
CF-00317,2026-05-01 19:00:00, cafeteria central ,Torta,BEBIDA,,1,efectivo ,mañana ,FES Aragón,Muy Alta,promoción,emp01
CF-00505,2026-03-18 17:00:00,Cafetería Anexo,Cafe,Bebida,20,4,,mañana ,FES ARAGON,,,emp02
CF-00638,2026-03-12 18:00:00,CAFETERÍA ANEXO,galletas, snack ,60,1,efectivo ,noche ,FES Aragón,alta ,sin observación,emp02
CF-00570,2026-03-22 18:00:00,cafeteria anexo,agua ,Alimento,60,2,Vale,mañana , ciudad universitaria ,Baja ,,temporal
CF-00593,2026-05-13 10:30:00,Cafetería Central,ENSALADA,Snack,,2,efectivo ,Noche,Ciudad Universitaria,MEDIA,,admin
CF-00161,2026-03-21 13:15:00,Cafetería Anexo, torta ,Snack,20,4,Vale, tarde ,FES Aragón,,producto agotado,emp02
CF-00687,,cafeteria anexo,Agua,ALIMENTO,20,1,Efectivo, tarde ,Ciudad Universitaria,MEDIA,revisar,emp01
CF-00304,2026-04-26 15:00:00,CAFETERIA CENTRAL,Café,Snack,,2,,mañana ,FES Aragón,Muy Alta,producto agotado,emp02
CF-00390,2026-04-23 18:45:00,Cafetería Central,ENSALADA,Snack,25,1,Efectivo,Mañana, ciudad universitaria ,,producto agotado,temporal
CF-00360,2026-04-23 12:45:00,cafeteria anexo,agua ,BEBIDA,18,1,tarjeta,Mañana,CU,alta ,revisar,temporal
CF-00236,2026-04-22 07:30:00,Cafetería Anexo,Cafe, snack ,18,,efectivo ,Mañana, ciudad universitaria ,muy alta,producto agotado,emp02
CF-00282,2026-04-30 10:30:00, cafeteria central ,Torta,Snack,45,2,TARJETA,noche ,FES Aragón,Muy Alta,sin observación,temporal
CF-00535,2026-05-25 20:30:00,Cafetería Anexo,Torta,ALIMENTO,12,3,Tarjeta,mañana ,FES Aragón,muy alta,revisar,emp02
CF-00559,2026-05-17 18:30:00,cafeteria anexo,Ensalada, bebida ,20,1,Efectivo,Noche,FES ARAGON,baja,,temporal
CF-00008,2026-06-04 16:45:00,CAFETERIA CENTRAL,CAFÉ,Alimento,35,,Tarjeta,Mañana,FES Aragón,Baja ,sin observación,emp01
CF-00071,2026-04-04 20:00:00,CAFETERÍA ANEXO,Torta,ALIMENTO,12,1,efectivo ,Noche, fes aragón ,Muy Alta,sin observación,temporal
CF-00053,2026-06-08 19:00:00,Cafetería Anexo,Galletas,Snack,25,4,Efectivo,Noche,Ciudad Universitaria,Alta,,emp02
CF-00283,2026-06-05 20:15:00,cafeteria anexo,galletas,BEBIDA,20,3,tarjeta,Tarde, ciudad universitaria ,Baja ,producto agotado,admin
CF-00587,2026-06-04 08:00:00,Cafetería Central,Ensalada,ALIMENTO,20,2,, tarde ,FES Aragón,,producto agotado,admin
CF-00385,2026-04-02 14:45:00,cafeteria anexo,agua ,ALIMENTO,18,1,Vale,noche ,FES ARAGON,Muy Alta,producto agotado,emp02
CF-00719,2026-04-13 14:15:00,cafeteria anexo,Galletas,BEBIDA,20,1,, tarde ,FES Aragón,Alta,sin observación,emp01
CF-00366,2026-04-09 07:15:00,CAFETERIA CENTRAL,agua ,BEBIDA,,1,,Tarde,Ciudad Universitaria,Baja ,sin observación,emp01
CF-00708,2026-03-11 20:15:00,CAFETERIA CENTRAL,ENSALADA,Alimento,12,2,tarjeta,mañana ,FES Aragón,,sin observación,emp02
CF-00100,2026-03-11 08:15:00,cafeteria anexo,Galletas,Bebida,45,2,Vale,Tarde, fes aragón ,Media,promoción,emp01
CF-00319,2026-05-16 18:00:00,cafeteria anexo,CAFÉ,Snack,15,1,Efectivo,TARDE,Ciudad Universitaria,,,emp01
CF-00167,2026-03-29 07:15:00,cafeteria anexo,agua ,BEBIDA,15,1,vale , tarde ,Ciudad Universitaria,,promoción,temporal
CF-00229,2026-03-30 13:15:00,CAFETERÍA ANEXO,CAFÉ,Snack,18,4,,TARDE,FES Aragón,Muy Alta,producto agotado,emp02
CF-00375,2026-05-26 08:00:00,Cafetería Anexo,CAFÉ,Bebida,35,1,,noche , ciudad universitaria ,Alta,,admin
CF-00695,2026-03-08 13:30:00,Cafetería Anexo,Cafe, snack ,,4,Efectivo,Noche,Ciudad Universitaria,Media,revisar,emp02
CF-00432,2026-05-26 19:15:00,cafeteria anexo,Cafe,Snack,,2,Efectivo,MANANA,CU,MEDIA,sin observación,emp02
CF-00507,2026-03-13 07:30:00,CAFETERIA CENTRAL,Galletas,Alimento,12,1,Efectivo,noche , ciudad universitaria ,alta ,producto agotado,emp02
CF-00248,2026-05-17 09:15:00,CAFETERIA CENTRAL,Cafe,BEBIDA,60,1,vale ,Mañana,CU,Alta,revisar,emp02
CF-00657,2026-03-27 10:30:00,CAFETERÍA ANEXO,ENSALADA,BEBIDA,12,,tarjeta,Noche,CU,Muy Alta,producto agotado,admin
CF-00234,2026-03-02 10:15:00,Cafetería Central,Torta,BEBIDA,12,4,TARJETA,noche ,FES Aragón,Alta,promoción,emp01
CF-00471,2026-03-07 12:45:00,Cafetería Anexo,Cafe,Snack,,1,Efectivo,TARDE, fes aragón ,baja,,emp02
CF-00128,2026-03-08 16:45:00,CAFETERIA CENTRAL,Cafe, snack ,18,3,,Mañana, ciudad universitaria ,Muy Alta,revisar,emp02
CF-00024,2026-04-05 17:15:00,CAFETERÍA ANEXO,CAFÉ,Alimento,25,,Vale,Noche, ciudad universitaria ,alta ,producto agotado,temporal
CF-00209,2026-03-28 07:15:00, cafeteria central ,agua ,BEBIDA,18,1,Vale,Noche,FES ARAGON,Alta,,emp02
CF-00419,2026-05-19 19:15:00,CAFETERIA CENTRAL,Galletas, snack ,15,1,vale ,TARDE,FES ARAGON,MEDIA,promoción,temporal
CF-00037,2026-04-12 17:15:00,CAFETERIA CENTRAL,Torta,Bebida,35,1,Vale,noche ,CU,Muy Alta,promoción,admin
CF-00472,2026-04-27 20:15:00,Cafetería Anexo,Agua,Snack,18,1,Vale, tarde ,Ciudad Universitaria,baja,,emp01
CF-00020,2026-04-16 15:45:00,Cafetería Central,Cafe, bebida ,12,1,,mañana ,FES ARAGON,baja,revisar,temporal
CF-00118,2026-03-18 15:45:00,cafeteria anexo,Galletas,ALIMENTO,12,1,TARJETA,Noche,CU,,producto agotado,temporal
CF-00223,2026-05-26 10:45:00,Cafetería Anexo,ENSALADA, bebida ,20,3,Efectivo,noche , fes aragón ,,,emp02
CF-00290,2026-03-01 08:45:00,CAFETERIA CENTRAL,Agua,Alimento,18,1,vale ,noche , ciudad universitaria ,,revisar,admin
CF-00545,2026-05-30 08:45:00,CAFETERÍA ANEXO,ENSALADA,Snack,45,1,tarjeta,noche ,Ciudad Universitaria,Baja ,producto agotado,emp01
CF-00114,2026-04-07 08:45:00, cafeteria central ,Galletas,Snack,20,2,tarjeta,TARDE,FES ARAGON,MEDIA,revisar,emp02
CF-00594,2026-05-27 16:45:00,Cafetería Central,ENSALADA,ALIMENTO,12,2,TARJETA,MANANA,CU,,sin observación,admin
CF-00001,2026-04-29 19:45:00,cafeteria anexo,ENSALADA, bebida ,20,1,vale ,mañana ,FES ARAGON,Muy Alta,promoción,emp01
CF-00260,2026-04-21 07:30:00,Cafetería Central,Galletas,Bebida,20,1,,TARDE,Ciudad Universitaria,alta ,sin observación,emp01
CF-00693,2026-03-19 10:15:00,Cafetería Central,galletas,BEBIDA,20,,efectivo , tarde ,Ciudad Universitaria,alta ,promoción,emp02
CF-00098,2026-05-17 09:15:00, cafeteria central ,Torta, bebida ,60,3,tarjeta, tarde ,Ciudad Universitaria,alta ,promoción,emp01
CF-00607,2026-06-03 16:15:00,Cafetería Anexo,Torta, bebida ,18,1,Efectivo,noche , ciudad universitaria ,Baja ,promoción,temporal
CF-00578,2026-05-31 15:00:00,Cafetería Anexo,Café, bebida ,,,efectivo ,Tarde, fes aragón ,Alta,revisar,admin
CF-00199,2026-04-05 11:30:00,Cafetería Anexo,ENSALADA,ALIMENTO,12,2,Vale, tarde , fes aragón ,,sin observación,admin
CF-00569,2026-03-05 14:30:00,Cafetería Central,Ensalada, snack ,15,1,tarjeta, tarde , fes aragón ,,producto agotado,emp01
CF-00016,2026-04-10 07:00:00,CAFETERÍA ANEXO,Café,Alimento,20,2,Vale,mañana , ciudad universitaria ,Baja ,sin observación,temporal
CF-00519,2026-04-01 13:00:00, cafeteria central ,CAFÉ, snack ,,2,Tarjeta,Tarde, ciudad universitaria ,baja,sin observación,emp02
CF-00052,2026-03-05 19:45:00,Cafetería Central,Torta,Bebida,15,2,,Noche,FES ARAGON,,revisar,temporal
CF-00286,2026-04-14 13:45:00,CAFETERIA CENTRAL, torta , snack ,,,Vale, tarde ,Ciudad Universitaria,MEDIA,producto agotado,emp01
CF-00110,2026-03-28 19:00:00,cafeteria anexo,galletas,Snack,,3,Vale, tarde ,FES Aragón,baja,revisar,emp02
CF-00088,2026-05-02 11:15:00, cafeteria central ,Ensalada, bebida ,15,1,Vale,Noche, ciudad universitaria ,baja,revisar,emp02
CF-00255,2026-04-03 11:00:00,Cafetería Central, torta ,Alimento,15,,vale ,Tarde, ciudad universitaria ,Baja ,revisar,emp02
CF-00009,2026-04-13 20:30:00,CAFETERIA CENTRAL,Ensalada,Alimento,60,4,TARJETA, tarde ,Ciudad Universitaria,muy alta,sin observación,emp02
CF-00225,2026-03-01 10:15:00,Cafetería Anexo,Cafe, bebida ,25,1,,MANANA,FES Aragón,Baja ,sin observación,emp02
CF-00065,2026-04-15 13:15:00, cafeteria central ,Cafe, bebida ,25,1,,TARDE,Ciudad Universitaria,Alta,revisar,temporal
CF-00069,2026-04-03 14:00:00,CAFETERÍA ANEXO,, snack ,60,,efectivo ,Mañana,FES Aragón,Muy Alta,producto agotado,emp01
CF-00423,2026-05-01 13:00:00,CAFETERIA CENTRAL,Galletas, bebida ,,,Efectivo,mañana ,FES Aragón,Alta,producto agotado,emp02
CF-00551,2026-04-30 19:30:00,CAFETERIA CENTRAL,Cafe,Snack,60,2,TARJETA,Noche,FES ARAGON,alta ,producto agotado,emp01
CF-00318,2026-05-05 08:00:00, cafeteria central ,galletas,Alimento,18,1,Efectivo,noche ,Ciudad Universitaria,Alta,promoción,admin
CF-00334,2026-05-18 17:45:00,CAFETERÍA ANEXO,Cafe, bebida ,,1,tarjeta,mañana , ciudad universitaria ,Alta,,emp01
CF-00235,2026-04-26 12:00:00,Cafetería Anexo,agua , bebida ,,1,efectivo ,noche ,FES Aragón,Media,revisar,temporal
CF-00566,2026-04-13 19:15:00,Cafetería Central, torta ,Snack,45,,tarjeta,mañana , ciudad universitaria ,Media,revisar,admin
CF-00064,2026-05-02 19:30:00, cafeteria central ,Torta,Bebida,18,2,Tarjeta,MANANA, ciudad universitaria ,,promoción,emp01
CF-00479,2026-06-07 09:30:00,cafeteria anexo,Ensalada,Alimento,20,1,, tarde , fes aragón ,Alta,promoción,temporal
CF-00464,2026-03-26 10:15:00,Cafetería Anexo,galletas,Alimento,60,1,vale ,Noche, ciudad universitaria ,Media,,admin
CF-00346,2026-03-09 15:15:00,cafeteria anexo,agua , bebida ,60,1,Tarjeta,mañana ,FES Aragón,Alta,sin observación,admin
CF-00045,2026-05-29 09:45:00,Cafetería Anexo,galletas,ALIMENTO,25,2,Efectivo,MANANA,FES ARAGON,alta ,sin observación,emp02
CF-00354,2026-03-04 20:00:00,cafeteria anexo,Torta, snack ,12,1,efectivo ,Mañana, fes aragón ,baja,revisar,temporal
CF-00685,2026-03-02 14:30:00,Cafetería Anexo,Galletas, snack ,20,1,Vale,MANANA,CU,alta ,producto agotado,temporal
CF-00623,2026-06-05 10:00:00,Cafetería Anexo,Café,BEBIDA,12,1,TARJETA,noche ,Ciudad Universitaria,Baja ,sin observación,temporal
CF-00205,2026-05-30 17:15:00,Cafetería Central,agua ,BEBIDA,12,,efectivo ,noche ,CU,Muy Alta,producto agotado,emp02
CF-00406,2026-03-16 18:00:00,cafeteria anexo,galletas,BEBIDA,25,2,Efectivo, tarde ,FES Aragón,alta ,revisar,admin
CF-00339,2026-03-18 11:15:00,Cafetería Central,Galletas,Bebida,,3,Vale,MANANA, ciudad universitaria ,,promoción,emp02
CF-00449,2026-04-12 07:00:00,cafeteria anexo,CAFÉ, snack ,25,,tarjeta,noche , ciudad universitaria ,Muy Alta,,temporal
CF-00203,2026-05-15 11:00:00,Cafetería Anexo,Ensalada,ALIMENTO,60,3,efectivo ,Mañana, fes aragón ,MEDIA,producto agotado,temporal
CF-00362,2026-05-19 09:45:00,Cafetería Anexo,CAFÉ,ALIMENTO,20,3,,Noche,CU,Alta,promoción,emp01
CF-00676,2026-03-14 17:45:00,CAFETERÍA ANEXO,Agua,Bebida,15,1,Tarjeta,mañana , ciudad universitaria ,alta ,producto agotado,emp01
CF-00299,2026-04-24 16:00:00, cafeteria central ,CAFÉ, bebida ,35,3,TARJETA,noche ,FES Aragón,MEDIA,producto agotado,emp02
CF-00177,2026-05-10 07:45:00, cafeteria central ,agua , bebida ,15,1,Efectivo, tarde , fes aragón ,alta ,,emp01
CF-00019,2026-03-29 17:30:00,CAFETERÍA ANEXO,Torta, bebida ,60,2,efectivo ,MANANA,Ciudad Universitaria,alta ,,admin
CF-00441,2026-03-07 12:00:00,cafeteria anexo,agua ,ALIMENTO,35,2,Vale,Noche, ciudad universitaria ,Baja ,sin observación,admin
CF-00257,2026-06-05 20:00:00,CAFETERIA CENTRAL,Galletas, bebida ,25,1,tarjeta,mañana , fes aragón ,,sin observación,admin
CF-00647,2026-05-24 14:00:00,Cafetería Anexo,Café,Alimento,18,1,Tarjeta,TARDE,CU,,producto agotado,admin
CF-00406,2026-03-16 18:00:00,cafeteria anexo,galletas,BEBIDA,25,2,Efectivo, tarde ,FES Aragón,alta ,revisar,admin
CF-00564,2026-03-21 09:00:00,Cafetería Central,Cafe, bebida ,,1,Efectivo, tarde ,FES ARAGON,Media,promoción,admin
CF-00413,2026-04-28 16:15:00,Cafetería Central,Cafe,Alimento,45,2,efectivo ,TARDE, fes aragón ,Media,promoción,emp01
CF-00492,2026-06-05 12:00:00,CAFETERÍA ANEXO,Cafe, bebida ,12,4,Vale,Noche,Ciudad Universitaria,alta ,,temporal
CF-00012,2026-03-07 16:30:00,CAFETERIA CENTRAL,Galletas,BEBIDA,45,2,Efectivo,noche ,FES Aragón,baja,revisar,emp01
CF-00168,2026-05-16 16:45:00,Cafetería Anexo,galletas,Bebida,12,1,Tarjeta,Noche,FES Aragón,Muy Alta,promoción,admin
CF-00178,2026-03-26 14:30:00,cafeteria anexo,ENSALADA,BEBIDA,15,1,tarjeta,Noche,Ciudad Universitaria,MEDIA,revisar,temporal
CF-00488,2026-05-25 08:15:00,Cafetería Central,Café, snack ,60,1,Efectivo,noche , ciudad universitaria ,Alta,promoción,emp02
CF-00425,2026-05-14 14:30:00, cafeteria central ,Cafe,Snack,60,1,efectivo ,TARDE, fes aragón ,Media,revisar,temporal
CF-00078,2026-03-03 14:00:00,Cafetería Central,Galletas, bebida ,60,,Efectivo,mañana , fes aragón ,Muy Alta,revisar,admin
CF-00299,2026-04-24 16:00:00, cafeteria central ,CAFÉ, bebida ,35,3,TARJETA,noche ,FES Aragón,MEDIA,producto agotado,emp02
CF-00159,,CAFETERÍA ANEXO,galletas,ALIMENTO,15,3,vale , tarde ,FES ARAGON,baja,promoción,emp01
CF-00613,2026-06-01 20:45:00,CAFETERÍA ANEXO,Agua,Snack,18,1,vale ,Noche, fes aragón ,,promoción,admin
CF-00675,2026-04-05 18:30:00,Cafetería Central,agua ,Alimento,15,3,Tarjeta,TARDE,FES ARAGON,,promoción,admin
CF-00370,2026-04-03 19:30:00, cafeteria central ,,Snack,15,4,Efectivo,Mañana,CU,muy alta,promoción,emp01
CF-00293,2026-03-01 16:45:00,cafeteria anexo,galletas, snack ,25,2,Efectivo,MANANA, fes aragón ,,producto agotado,emp01
CF-00028,2026-05-11 15:45:00,Cafetería Central,Ensalada,Bebida,12,4,,Noche, fes aragón ,alta ,sin observación,admin
CF-00672,2026-03-09 09:00:00,Cafetería Central,Cafe, snack ,20,2,Tarjeta, tarde , ciudad universitaria ,Baja ,promoción,temporal
CF-00134,2026-03-06 15:15:00,cafeteria anexo, torta ,BEBIDA,18,1,Vale,noche ,FES ARAGON,Alta,revisar,temporal
CF-00634,2026-05-09 18:15:00, cafeteria central ,Agua,BEBIDA,,1,Efectivo,Tarde,FES ARAGON,Media,sin observación,emp02
CF-00466,2026-04-01 18:00:00, cafeteria central ,galletas,ALIMENTO,12,1,Efectivo,MANANA, fes aragón ,muy alta,promoción,emp02
CF-00179,2026-04-16 20:15:00,CAFETERIA CENTRAL,CAFÉ,Snack,45,1,Tarjeta,mañana , ciudad universitaria ,Media,producto agotado,emp02
CF-00103,2026-03-31 17:45:00, cafeteria central ,Torta,Bebida,15,2,vale ,Tarde,FES ARAGON,Baja ,promoción,admin
CF-00130,2026-05-07 18:15:00,CAFETERÍA ANEXO,galletas,Snack,20,1,vale ,Noche, ciudad universitaria ,,,admin
CF-00149,2026-04-14 14:00:00, cafeteria central ,ENSALADA,Alimento,25,1,Tarjeta,Noche,CU,muy alta,sin observación,temporal
CF-00651,2026-04-03 18:45:00,CAFETERÍA ANEXO,ENSALADA,Bebida,15,1,TARJETA, tarde , fes aragón ,baja,sin observación,temporal
CF-00402,2026-04-24 12:45:00, cafeteria central ,Café,Alimento,18,2,,noche ,FES Aragón,MEDIA,sin observación,emp01
CF-00266,2026-05-22 12:30:00,cafeteria anexo,Café,Alimento,15,1,Efectivo,noche ,FES ARAGON,Muy Alta,promoción,admin
CF-00348,2026-03-18 10:00:00,CAFETERIA CENTRAL,Agua,Snack,12,3,Efectivo, tarde ,FES Aragón,,sin observación,emp02
CF-00704,2026-05-22 20:30:00,CAFETERIA CENTRAL,Café, bebida ,60,2,Vale,Mañana,FES ARAGON,baja,revisar,emp02
