nrow,id,dia,aerolinea,destino,region,dest_size,area_abordaje,fecha_salida,espera_min,limpieza,seguridad,satisfaccion
2237,1537,jueves,DELTA,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 40-48,2018-12-31,105.0,Algo limpio,Neutral,Neutral
2239,1310,martes,UNITED INTL,LONDON HEATHROW,Europa,Hub,Gates 91-102,2018-12-31,180.0,Algo limpio,Muy seguro,Muy satisfecho
2240,1201,martes,SUDOESTE,LAS VEGAS,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,64.9999999999999,Algo limpio,Algo seguro,Algo satisfecho
2241,2102,lunes,UNITED INTL,CIUDAD DE MÉXICO,Canadá / México,Hub,Gates 91-102,2018-12-31,160.0,Algo limpio,Algo seguro,Algo satisfecho
2242,2523,sábado,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,120.0,Limpio,Muy seguro,Algo satisfecho
2243,389,viernes,ALASKA,INDIANAPOLIS,Medio Oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,380.0,Limpio,Algo seguro,Algo satisfecho
2244,2046,viernes,BRITISH AIRWAYS,LONDON HEATHROW,eur,Hub,Gates 1-12,2018-12-31,160.0,Algo limpio,Muy seguro,Algo insatisfecho
2245,1594,miércoles,SINGAPORE AIRLINES,SINGAPUR,Asia,Hub,Gates 91-102,2018-12-31,120.0,Promedio,Neutral,Neutral
2246,1338,martes,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,215.0,Algo limpio,Muy seguro,Algo satisfecho
2247,2390,miércoles,UNITED INTL,SYDNEY,Australia / Nueva Zelanda,Hub,Gates 91-102,2018-12-31,695.0,Algo limpio,Muy seguro,Algo satisfecho
2248,1980,viernes,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,245.0,Limpio,Muy seguro,Algo satisfecho
2249,3015,martes,UNITED,WASHINGTON DC-DULLES,este de EE. UU.,Medium,Gates 70-90,2018-12-31,110.0,Algo limpio,Neutral,Algo satisfecho
2250,1622,jueves,VIRGIN ATLANTIC,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,170.0,Algo limpio,Muy seguro,Algo satisfecho
2251,2420,miércoles,AIR NEW ZEALAND,AUCKLAND,Australia / Nueva Zelanda,Medium,Gates 91-102,2018-12-31,225.0,Limpio,Muy seguro,Muy satisfecho
2252,1300,martes,UNITED INTL,LONDON HEATHROW,Europa,Hub,Gates 91-102,2018-12-31,110.0,Algo limpio,Algo seguro,Algo satisfecho
2253,2692,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,150.0,Limpio,Muy seguro,Algo satisfecho
2254,3101,Domingo,ALASKA,NEWARK,Este de EE. UU.,Hub,Gates 50-59,2018-12-31,155.0,Limpio,Muy seguro,Muy satisfecho
2255,3136,Domingo,ALASKA,NEWARK,Este de EE. UU.,Hub,Gates 50-59,2018-12-31,125.0,Limpio,Muy seguro,Muy satisfecho
2256,1525,miércoles,ALASKA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,150.0,Promedio,Muy seguro,Muy satisfecho
2257,1154,martes,SUDOESTE,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,60.00000000000011,Algo limpio,Muy seguro,Muy satisfecho
2258,1583,miércoles,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,150.0,Limpio,Muy seguro,Muy satisfecho
2259,2970,miércoles,AMERICAN,CHARLOTTE,este de EE. UU.,Hub,Gates 50-59,2018-12-31,105.0,Algo limpio,Muy seguro,Algo satisfecho
2260,2236,jueves,SUDOESTE,PHOENIX,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,110.0,Limpio,Muy seguro,Algo satisfecho
2261,3145,jueves,DELTA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 40-48,2018-12-31,45.0,Limpio,Algo seguro,Algo satisfecho
2262,1616,jueves,VIRGIN ATLANTIC,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,140.0,Limpio,Muy seguro,Algo satisfecho
2263,2343,miércoles,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,105.0,Algo limpio,Muy seguro,Muy satisfecho
2266,2455,viernes,ALASKA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 1-12,2018-12-31,150.0,Promedio,Muy seguro,Algo satisfecho
2267,1319,jueves,JETBLUE,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 1-12,2018-12-31,276.0,Limpio,Muy seguro,Muy satisfecho
2268,839,domingo,ALASKA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,185.0,Algo limpio,Muy seguro,Algo satisfecho
2269,311,jueves,UNITED,SAN DIEGO,Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,122.0,Algo limpio,Algo seguro,Algo satisfecho
2270,2072,viernes,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,79.0,Limpio,Muy seguro,Muy satisfecho
2272,1228,martes,SUDOESTE,LAS VEGAS,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,59.99999999999989,Algo limpio,Muy seguro,Algo satisfecho
2273,773,jueves,UNITED INTL,SAN JOSE DEL CABO,Canadá / México,Small,Gates 91-102,2018-12-31,240.0,Algo limpio,Muy seguro,Algo satisfecho
2274,2666,sábado,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,132.0,Limpio,Muy seguro,Muy satisfecho
2275,2428,miércoles,AIR NEW ZEALAND,AUCKLAND,Australia / Nueva Zelanda,Medium,Gates 91-102,2018-12-31,160.0,Limpio,Algo seguro,Muy satisfecho
2276,1329,martes,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,260.0,Limpio,Muy seguro,Algo satisfecho
2277,833,domingo,ALASKA,NASHVILLE,Medio oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,246.0,Limpio,Muy seguro,Muy satisfecho
2278,2583,sábado,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,123.0,Limpio,Muy seguro,Muy satisfecho
2279,3153,martes,UNITED,SAN DIEGO,Oeste de EE. UU.,Medium,Gates 60-69,2018-12-31,74.9999999999999,Algo limpio,Algo seguro,Algo satisfecho
2280,2780,jueves,DELTA,ATLANTA,este de EE. UU.,Hub,Gates 40-48,2018-12-31,120.0,Algo limpio,Muy seguro,Algo satisfecho
2282,2471,viernes,ALASKA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 1-12,2018-12-31,105.0,Algo limpio,Neutral,Algo satisfecho
2283,423,Domingo,UNITED,HONOLULU,Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,105.0,Algo limpio,Algo seguro,Algo satisfecho
2284,1855,Domingo,ALASKA,KAHULUI,Oeste de EE. UU.,Small,Gates 50-59,2018-12-31,175.0,Limpio,Muy seguro,Muy satisfecho
2285,2190,jueves,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,125.0,Promedio,Muy seguro,Neutral
2288,3115,martes,UNITED,SPOKANE,West US,   Small,Gates 70-90,2018-12-31,157.0,Limpio,Muy seguro,Algo satisfecho
2289,1423,sábado,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,2018-12-31,59.99999999999989,Algo limpio,Muy seguro,Algo satisfecho
2290,601,jueves,JETBLUE,BOSTON,ESTE DE EE. UU.,Grande,Gates 1-12,2018-12-31,102.0,Promedio,Muy seguro,Neutral
2291,2533,sábado,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,108.0,Algo limpio,Muy seguro,Algo satisfecho
2292,939,viernes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,210.0,Algo limpio,Algo seguro,Neutral
2293,1266,jueves,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,155.0,Limpio,Algo seguro,Algo satisfecho
2294,359,viernes,LUFTHANSA,FRANKFURT,Europa,Hub,Gates 91-102,2018-12-31,120.0,Promedio,Algo seguro,Neutral
2295,934,viernes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,180.0,Promedio,Algo seguro,Algo satisfecho
2296,1686,sábado,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,275.0,Promedio,Neutral,Neutral
2297,2078,jueves,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,112.0,Limpio,Muy seguro,Algo satisfecho
2300,1568,miércoles,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,150.0,Limpio,Muy seguro,Algo satisfecho
2303,2003,viernes,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,185.0,Limpio,Neutral,Muy satisfecho
2304,2414,miércoles,AIR NEW ZEALAND,AUCKLAND,Australia / Nueva Zelanda,Medium,Gates 91-102,2018-12-31,250.0,Algo limpio,Muy seguro,Muy satisfecho
2305,1405,sábado,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,2018-12-31,180.0,Algo limpio,Muy seguro,Algo satisfecho
2306,861,martes,AMERICAN,DALLAS-FT. VALOR,Medio Oeste de EE. UU.,Hub,Gates 50-59,2018-12-31,175.0,Limpio,Neutral,Algo satisfecho
2307,2710,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,240.0,Limpio,Algo seguro,Muy satisfecho
2308,1730,Lunes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,180.0,Limpio,Muy seguro,Algo satisfecho
2310,2044,viernes,BRITISH AIRWAYS,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,180.0,Limpio,Neutral,Algo satisfecho
2312,894,martes,ALASKA,RALEIGH-DURHAM,este de EE. UU.,Medium,Gates 50-59,2018-12-31,170.0,Limpio,Algo seguro,Neutral
2313,1981,viernes,AIR FRANCE / KLM,AMSTERDAM,eur,Hub,Gates 1-12,2018-12-31,175.0,Limpio,Algo seguro,Muy satisfecho
2314,2544,martes,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,75.0,Algo limpio,Neutral,Neutral
2316,2512,viernes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,139.0,Limpio,Algo seguro,Algo satisfecho
2317,540,jueves,ALASKA,PUERTO VALLARTA,Canadá / México,Small,Gates 50-59,2018-12-31,240.0,Algo limpio,Muy seguro,Algo satisfecho
2318,2339,martes,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,95.0000000000001,Algo limpio,Muy seguro,Algo satisfecho
2319,453,domingo,ALASKA,LAS VEGAS,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,240.0,Limpio,Neutral,Algo satisfecho
2320,1344,martes,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,80.0,Limpio,Muy seguro,Muy satisfecho
2321,1082,viernes,AIR CANADA,CALGARY,Canadá / México,Medium,Gates 91-102,2018-12-31,95.0000000000001,Algo limpio,Muy seguro,Algo satisfecho
2322,2686,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,eur,Hub,Gates 1-12,2018-12-31,210.0,Promedio,Algo seguro,Algo satisfecho
2323,2809,jueves,DELTA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,90.0,Promedio,Neutral,Neutral
2324,2356,martes,JETBLUE,FT. LAUDERDALE,ESTE DE EE. UU.,Grande,Gates 1-12,2018-12-31,131.0,Algo limpio,Algo seguro,Algo satisfecho
2325,2071,jueves,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,147.0,Algo limpio,Muy seguro,Algo satisfecho
2326,337,miércoles,SUDOESTE,PHOENIX,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,150.0,Promedio,Algo seguro,Neutral
2327,1223,martes,SUDOESTE,LAS VEGAS,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,90.0,Algo limpio,Muy seguro,Neutral
2328,2931,martes,SUDOESTE,SAN DIEGO,oeste de EE. UU.,Medium,Gates 20-39,2018-12-31,105.0,Limpio,Algo seguro,Algo satisfecho
2329,897,martes,ALASKA,RALEIGH-DURHAM,este de EE. UU.,Medium,Gates 50-59,2018-12-31,220.0,Limpio,Muy seguro,Muy satisfecho
2330,2111,lunes,UNITED INTL,CIUDAD DE MÉXICO,Canadá / México,Hub,Gates 91-102,2018-12-31,100.0,Limpio,Algo seguro,Algo satisfecho
2332,1878,miércoles,SINGAPORE AIRLINES,SINGAPUR,Asia,Hub,Gates 91-102,2018-12-31,180.0,Algo limpio,Algo seguro,Algo satisfecho
2333,2893,domingo,WOW,REYKJAVIK,Europa,Small,Gates 1-12,2018-12-31,175.0,Promedio,Algo seguro,Neutral
2334,3043,martes,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,230.0,Algo limpio,Muy seguro,Algo satisfecho
2335,369,viernes,ALASKA,SAN JOSE DEL CABO,Canadá / México,Small,Gates 50-59,2018-12-31,130.0,Algo limpio,Muy seguro,Algo satisfecho
2336,1720,Lunes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,150.0,Limpio,Muy seguro,Algo satisfecho
2337,2712,martes,SUDOESTE,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,200.0,Algo limpio,Muy seguro,Algo satisfecho
2338,2135,miércoles,AIR CANADA,VANCOUVER,Canadá / México,Medium,Gates 91-102,2018-12-31,94.99999999999979,Medio,Muy seguro,Neutral
2339,1384,martes,UNITED INTL,PARIS-DE GAULLE,Europa,Hub,Gates 91-102,2018-12-31,90.0,Algo limpio,Muy seguro,Algo satisfecho
2341,2895,domingo,WOW,REYKJAVIK,Europa,Small,Gates 1-12,2018-12-31,160.0,Algo limpio,Muy seguro,Algo satisfecho
2342,804,Domingo,ALASKA,BALTIMORE,Este de EE. UU.,Medium,Gates 50-59,2018-12-31,155.0,Algo limpio,Muy seguro,Neutral
2343,2507,viernes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,139.0,Promedio,Muy seguro,Algo satisfecho
2345,992,viernes,LUFTHANSA,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,220.0,Algo limpio,Algo seguro,Algo satisfecho
2346,382,viernes,ALASKA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,145.0,Limpio,Algo seguro,Neutral
2347,625,jueves,ALASKA,NEWARK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,65.0,Algo limpio,Algo seguro,Algo satisfecho
2348,3110,domingo,ALASKA,NEWARK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,94.99999999999979,Algo limpio,Algo seguro,Muy satisfecho
2349,1535,jueves,DELTA,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 40-48,2018-12-31,275.0,Limpio,Muy seguro,Algo satisfecho
2351,1307,martes,UNITED INTL,LONDON HEATHROW,Europa,Hub,Gates 91-102,2018-12-31,110.0,Limpio,Algo seguro,Muy satisfecho
2352,760,domingo,ALASKA,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,120.0,Limpio,Muy seguro,Muy satisfecho
2354,2772,miércoles,UNITED,AUSTIN,Medio Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,90.0,Algo limpio,Muy seguro,Algo satisfecho
2355,1802,lunes,UNITED INTL,LONDON HEATHROW,Europa,Hub,Gates 91-102,2018-12-31,205.0,Algo limpio,Algo seguro,Algo satisfecho
2356,545,jueves,EMIRATES,DUBAI,oriente medio,Hub,Gates 1-12,2018-12-31,165.0,Promedio,Muy seguro,Algo satisfecho
2357,1691,sábado,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,155.0,Promedio,Algo seguro,Neutral
2358,1495,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-01-01,179.0,Algo limpio,Neutral,Neutral
2359,362,viernes,ALASKA,NEWARK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,95.0000000000001,Limpio,Muy seguro,Muy satisfecho
2360,1442,sábado,UNITED,PORTLAND,oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,340.0,Promedio,Muy seguro,Neutral
2361,963,viernes,LUFTHANSA,MUNICH,eur,Hub,Gates 91-102,2018-12-31,175.0,Algo limpio,Muy seguro,Algo satisfecho
2362,1401,martes,UNITED INTL,PARIS-DE GAULLE,Europa,Hub,Gates 91-102,2018-12-31,120.0,Limpio,Muy seguro,Muy satisfecho
2363,838,domingo,ALASKA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,155.0,Promedio,Neutral,Neutral
2364,3119,Domingo,COPA,CIUDAD DE PANAMÁ,Centroamérica / Sudamérica,Medium,Gates 1-12,2018-12-31,173.0,Algo limpio,Muy seguro,Algo satisfecho
2365,379,viernes,ALASKA,SAN JOSE DEL CABO,Canada / Mexico,Small,Gates 50-59,2018-12-31,105.0,Limpio,Neutral,Algo satisfecho
2366,3273,martes,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,145.0,Algo limpio,Muy seguro,Neutral
2367,1831,Lunes,TURKISH AIRLINES,ESTAMBUL,oriente medio,Hub,Gates 91-102,2018-12-31,285.0,Limpio,Algo seguro,Muy satisfecho
2368,2719,jueves,DELTA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,130.0,Algo limpio,Muy seguro,Algo satisfecho
2369,2214,jueves,SUDOESTE,PHOENIX,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,135.0,Algo sucio,Algo seguro,Neutral
2370,1818,lunes,UNITED INTL,LONDON HEATHROW,Europa,Hub,Gates 91-102,2018-12-31,275.0,Limpio,Algo seguro,Algo satisfecho
2371,2623,sábado,INTERJET,GUADALAJARA,Canadá / México,Medium,Gates 1-12,2018-12-31,165.0,Limpio,Muy seguro,Muy satisfecho
2372,1618,jueves,VIRGIN ATLANTIC,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,140.0,Promedio,Algo seguro,Algo satisfecho
2373,1241,jueves,ESTE DE CHINA,SHANGHAI,Asia,Hub,Gates 1-12,2018-12-31,180.0,Algo limpio,Neutral,Neutral
2374,2588,sábado,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,83.0,Limpio,Muy seguro,Muy satisfecho
2375,1481,miércoles,AVIANCA,SAN SALVADOR,Centro / Sudamérica,Small,Gates 1-12,2018-12-31,175.0,Limpio,Muy seguro,Muy satisfecho
2376,2944,martes,SUDOESTE,SAN DIEGO,oeste de EE. UU.,Medium,Gates 20-39,2018-12-31,135.0,Limpio,Muy seguro,Muy satisfecho
2377,595,jueves,ALASKA,WASHINGTON DC-DULLES,este de EE. UU.,Medium,Gates 50-59,2018-12-31,135.0,Limpio,Muy seguro,Muy satisfecho
2378,2074,viernes,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,229.0,Promedio,Muy seguro,Algo satisfecho
2379,1284,martes,UNITED INTL,LONDON HEATHROW,Europa,Hub,Gates 91-102,2018-12-31,185.0,Limpio,Algo seguro,Algo satisfecho
2380,2129,lunes,UNITED INTL,CIUDAD DE MÉXICO,Canadá / México,Hub,Gates 91-102,2018-12-31,970.0,Algo limpio,Muy seguro,Algo satisfecho
2381,1158,martes,SUDOESTE,SAN DIEGO,oeste de EE. UU.,Medium,Gates 20-39,2018-12-31,74.9999999999999,Algo limpio,Algo seguro,Algo satisfecho
2382,2637,martes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150.0,Limpio,Muy seguro,Muy satisfecho
2383,1359,martes,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,245.0,Algo limpio,Muy seguro,Algo satisfecho
2384,461,domingo,UNITED,DALLAS-FT. WORTH,Medio Oeste de EE. UU.,Hub,Gates 60-69,2018-12-31,246.0,Algo limpio,Algo seguro,Algo satisfecho
2385,812,Domingo,ALASKA,BALTIMORE,Este de EE. UU.,Medium,Gates 50-59,2018-12-31,160.0,Algo limpio,Neutral,Algo satisfecho
2386,799,domingo,ALASKA,BALTIMORE,este de EE. UU.,Medium,Gates 50-59,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho
2387,1316,martes,UNITED INTL,LONDON HEATHROW,Europa,Hub,Gates 91-102,2018-12-31,200.0,Algo limpio,Algo seguro,Algo satisfecho
2388,401,Sunday,UNITED,HOUSTON-BUSH,Midwest US,Hub,Gates 70-90,2018-12-31,272.0,Algo limpio,Muy seguro,Algo satisfecho
2389,3200,domingo,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-01-01,210.0,Algo limpio,Algo seguro,Algo satisfecho
2390,2536,sábado,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,150.0,Algo limpio,Algo seguro,Algo satisfecho
2391,1591,miércoles,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,180.0,Limpio,Muy seguro,Algo satisfecho
2392,723,miércoles,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,170.0,Algo limpio,Algo seguro,Algo satisfecho
2393,1997,martes,UNITED,BALTIMORE,Este de EE. UU.,Medium,Gates 60-69,2018-12-31,125.0,Algo limpio,Muy seguro,Algo satisfecho
2394,2572,martes,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,105.0,Algo limpio,Algo seguro,Neutral
2395,266,viernes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,175.0,Promedio,Neutral,Neutral
2396,1039,viernes,AIR CANADA,CALGARY,Canadá / México,Medium,Gates 91-102,2018-12-31,245.0,Algo limpio,Neutral,Neutral
2397,2565,sábado,INTERJET,GUADALAJARA,Canadá / México,Medium,Gates 1-12,2018-12-31,165.0,Limpio,Muy seguro,Muy satisfecho
2398,1692,Domingo,ALASKA,SANTA ANA,Oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,307.0,Algo sucio,Neutral,Neutral
2399,1909,martes,UNITED,BOSTON,Este de EE. UU.,Grande,Gates 70-90,2018-12-31,145.0,Limpio,Algo seguro,Muy satisfecho
2400,3085,martes,UNITED,SPOKANE,oeste de EE. UU.,   Small,Gates 70-90,2018-12-31,82.0,Algo limpio,Algo seguro,Algo satisfecho
2401,2643,martes,JETBLUE,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 1-12,2018-12-31,150.0,Algo limpio,Algo seguro,Algo satisfecho
2402,2182,miércoles,QANTAS,SYDNEY,Australia / Nueva Zelanda,Hub,Gates 1-12,2018-12-31,885.0,Limpio,Muy seguro,Algo satisfecho
2403,793,Domingo,ALASKA,BALTIMORE,Este de EE. UU.,Medium,Gates 50-59,2018-12-31,165.0,Algo limpio,Algo seguro,Neutral
2404,2188,miércoles,QANTAS,SYDNEY,Australia / Nueva Zelanda,Hub,Gates 1-12,2018-12-31,150.0,Limpio,Muy seguro,Muy satisfecho
2405,493,domingo,UNITED,DENVER,oeste de EE. UU.,  Hub ,Gates 70-90,2018-12-31,296.0,Algo limpio,Neutral,Muy satisfecho
2406,2515,viernes,ALASKA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 1-12,2018-12-31,240.0,Promedio,Algo inseguro,Neutral
2408,2079,viernes,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,89.00000000000021,Algo limpio,Algo seguro,Neutral
2409,2833,martes,UNITED,BURBANK,West US,   Small,Gates 70-90,2018-12-31,93.0,Limpio,Algo seguro,Algo satisfecho
2411,2722,viernes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,195.0,Promedio,Algo seguro,Algo satisfecho
2412,2097,lunes,UNITED INTL,CIUDAD DE MÉXICO,Canadá / México,Hub,Gates 91-102,2018-12-31,145.0,Algo limpio,Algo seguro,Algo satisfecho
2413,2101,martes,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,91.0000000000001,Limpio,Muy seguro,Muy satisfecho
2414,2774,domingo,WOW,REYKJAVIK,Europa,Small,Gates 1-12,2018-12-31,160.0,Algo limpio,Neutral,Algo satisfecho
2415,2546,sábado,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,135.0,Algo limpio,Algo seguro,Algo satisfecho
2416,1733,lunes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,150.0,Algo limpio,Muy seguro,Algo satisfecho
2417,766,domingo,ALASKA,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,105.0,Algo limpio,Neutral,Neutral
2418,243,jueves,UNITED,NASHVILLE,Midwest US,Medium,Gates 70-90,2018-12-31,80.0000000000002,Algo limpio,Muy seguro,Muy satisfecho
2420,2369,martes,JETBLUE,FT. LAUDERDALE,Este de EE. UU.,Grande,Gates 1-12,2018-12-31,136.0,Limpio,Muy seguro,Algo satisfecho
2421,709,miércoles,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Promedio,Muy seguro,Neutral
2422,1999,martes,UNITED,BALTIMORE,Este de EE. UU.,Medium,Gates 60-69,2018-12-31,215.0,Limpio,Muy seguro,Algo satisfecho
2423,2360,miércoles,UNITED,AUSTIN,Medio Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,105.0,Promedio,Algo seguro,Algo satisfecho
2424,1868,domingo,ALASKA,KAHULUI,oeste de EE. UU.,Small,Gates 50-59,2018-12-31,205.0,Algo limpio,Muy seguro,Algo satisfecho
2425,2547,sábado,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,72.9999999999999,Limpio,Algo seguro,Muy satisfecho
2426,3051,domingo,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,395.0,Promedio,Algo seguro,Algo satisfecho
2427,2351,miércoles,UNITED,AUSTIN,Medio Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,115.0,Limpio,Muy seguro,Muy satisfecho
2429,330,viernes,ALASKA,SAN DIEGO,oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,156.0,Algo limpio,Algo seguro,Algo satisfecho
2431,2828,martes,UNITED,BURBANK,West US,   Small,Gates 70-90,2018-12-31,123.0,Limpio,Muy seguro,Algo satisfecho
2432,2421,martes,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,300.0,Limpio,Muy seguro,Muy satisfecho
2433,2404,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,eur,Hub,Gates 1-12,2018-12-31,250.0,Algo limpio,Muy seguro,Algo satisfecho
2434,968,viernes,LUFTHANSA,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,175.0,Algo limpio,Algo seguro,Algo satisfecho
2435,1823,domingo,ALASKA,RALEIGH-DURHAM,este de EE. UU.,Medium,Gates 50-59,2018-12-31,85.0,Algo limpio,Neutral,Algo satisfecho
2436,2155,jueves,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,125.0,Algo limpio,Algo seguro,Algo satisfecho
