prestamo_id,fecha_prestamo,carrera,facultad,libro,autor,editorial,categoria,dias_prestamo,estatus,biblioteca,ciudad,observaciones,capturista
PB-00509,2026-04-13,MATEMATICAS, ciudad universitaria ,Minería de Datos,Tanenbaum,Pearson, computación ,,en préstamo , fes aragón ,Ciudad de México,renovación,cap02
PB-00269,2026-04-22,comunicación , ciudad universitaria ,Cálculo I,Date,Pearson, ciencias sociales ,25,VENCIDO,FES Aragón,nezahualcóyotl ,renovación,cap01
PB-00195,2026-03-01,MATEMATICAS,CU,Cálculo I,Witten,Mcgraw-Hill,COMPUTACION,30,Vencido,Biblioteca Central,nezahualcóyotl ,renovación,admin
PB-00407,2026-02-07,INGENIERIA EN COMPUTACION,FES Aragón,Cálculo I,Witten,,MATEMATICAS,20,devuelto ,BIBLIOTECA CENTRAL,nezahualcóyotl ,renovación,temporal
PB-00245,2026-03-16,INGENIERIA EN COMPUTACION, ciudad universitaria ,Minería de Datos,Witten,,MATEMATICAS,,en préstamo ,biblioteca central ,NEZAHUALCOYOTL,sin observación,temporal
PB-00384,2026-05-19,Matemáticas, ciudad universitaria ,Álgebra Lineal,Stewart,, computación ,5,devuelto ,FES Aragón,nezahualcóyotl ,renovación,cap02
PB-00079,2026-02-19,Ingeniería en Computación,Ciudad Universitaria,Estadística Básica,Guido, pearson ,MATEMATICAS,7,VENCIDO,FES ARAGON,CDMX,,admin
PB-00572,2026-02-06,Comunicación y Periodismo, fes aragón ,Python para Todos,Witten,Pearson,Matemáticas,30,Vencido,Biblioteca Central,Ciudad de México,revisar,cap01
PB-00412,2026-04-11,INGENIERIA EN COMPUTACION,CU,Estadística Básica,Grossman,UNAM,COMPUTACION,,Devuelto, fes aragón ,ciudad de mexico ,renovación,temporal
PB-00140,2026-04-30,DERECHO, ciudad universitaria ,Minería de Datos,Grossman,UNAM,Ciencias Sociales,5,devuelto , fes aragón ,Ciudad de México,renovación,cap01
PB-00249,,DERECHO, fes aragón ,Python para Todos,Stewart, pearson ,Matemáticas,,EN PRESTAMO,biblioteca central ,Nezahualcóyotl,libro dañado,admin
PB-00624,2026-06-05,DERECHO, fes aragón ,Bases de Datos,Mendenhall,Pearson,MATEMATICAS,20,En préstamo, fes aragón ,NEZAHUALCOYOTL,renovación,cap01
PB-00208,2026-03-11,DERECHO, ciudad universitaria ,Bases de Datos,Date,Mcgraw-Hill, computación ,10,Devuelto,Biblioteca Central,Nezahualcóyotl,sin observación,cap01
PB-00030,2026-04-01, ing. computacion , ciudad universitaria ,Bases de Datos,Mendenhall,McGraw Hill, ciencias sociales ,20,en préstamo ,Biblioteca Central,Ciudad de México,sin observación,cap01
PB-00383,2026-03-22,INGENIERIA EN COMPUTACION, ciudad universitaria ,Cálculo I,Stewart,Alfaomega,Computación,7,En préstamo,biblioteca central ,ciudad de mexico ,revisar,cap02
PB-00451,2026-06-07,Ingeniería en Computación,FES ARAGON,Bases de Datos,Mendenhall,Pearson,COMPUTACION,5,VENCIDO,FES Aragón,Ciudad de México,renovación,temporal
PB-00630,2026-05-11,Derecho,FES ARAGON,Álgebra Lineal,Guido,Alfaomega,MATEMATICAS,15,,biblioteca central ,ciudad de mexico ,libro dañado,cap02
PB-00024,2026-05-25,comunicación ,CU,Cálculo I,Witten,Alfaomega,Computación,10,Devuelto,Biblioteca Central,Ciudad de México,libro dañado,cap02
PB-00064,2026-04-10,Derecho,FES Aragón,Bases de Datos,Date,McGraw Hill,Matemáticas,25,en préstamo ,Biblioteca Central,Nezahualcóyotl,libro dañado,temporal
PB-00443,2026-05-02, matematicas ,CU,Python para Todos,Guido, pearson ,Computación,3,devuelto ,BIBLIOTECA CENTRAL,nezahualcóyotl ,revisar,cap02
PB-00389,2026-05-30,INGENIERIA EN COMPUTACION,CU,Bases de Datos,Tanenbaum,Mcgraw-Hill,Matemáticas,30,Devuelto,FES Aragón,Ciudad de México,sin observación,cap02
PB-00161,2026-03-01,DERECHO,FES ARAGON,Bases de Datos,Witten, pearson , computación ,20,devuelto ,biblioteca central ,Nezahualcóyotl,renovación,temporal
PB-00310,2026-04-18,MATEMATICAS, ciudad universitaria ,Álgebra Lineal,Date,McGraw Hill,Computación,,En préstamo,FES Aragón,Ciudad de México,libro dañado,cap02
PB-00536,2026-05-24,Comunicación y Periodismo, fes aragón ,Minería de Datos,Mendenhall,UNAM,Computación,10,Devuelto, fes aragón ,Ciudad de México,sin observación,temporal
PB-00477,2026-04-16,MATEMATICAS, fes aragón ,Álgebra Lineal,Grossman,PEARSON, computación ,25,en préstamo ,FES ARAGON,CDMX,sin observación,admin
PB-00448,2026-05-22,Ingeniería en Computación,FES ARAGON,Estadística Básica,Grossman, pearson ,COMPUTACION,,VENCIDO,biblioteca central ,nezahualcóyotl ,,cap02
PB-00419,2026-02-22,DERECHO,CU,Redes de Computadoras,Date,PEARSON,Ciencias Sociales,5,devuelto ,BIBLIOTECA CENTRAL,ciudad de mexico ,renovación,admin
PB-00202,2026-06-03,Matemáticas,FES ARAGON,Bases de Datos,Tanenbaum,,Matemáticas,5,EN PRESTAMO,FES ARAGON,CDMX,sin observación,temporal
PB-00053,2026-03-05,MATEMATICAS, fes aragón ,Python para Todos,Grossman,Pearson, ciencias sociales ,30,,FES Aragón,nezahualcóyotl ,libro dañado,cap01
PB-00049,2026-06-10, matematicas ,Ciudad Universitaria,Cálculo I,Guido,Mcgraw-Hill,MATEMATICAS,10,Devuelto,FES Aragón,ciudad de mexico ,renovación,admin
PB-00445,2026-04-09, matematicas ,FES Aragón,Estadística Básica,Mendenhall,Mcgraw-Hill,COMPUTACION,10,Vencido, fes aragón ,Ciudad de México,,cap01
PB-00537,2026-05-13,Ingeniería en Computación,FES Aragón,Python para Todos,Date,Mcgraw-Hill,MATEMATICAS,25,EN PRESTAMO,FES ARAGON,Nezahualcóyotl,sin observación,temporal
PB-00604,2026-03-05, matematicas ,Ciudad Universitaria,Bases de Datos,Guido, pearson ,Matemáticas,30,EN PRESTAMO,FES Aragón,ciudad de mexico ,,temporal
PB-00625,2026-02-20,DERECHO,FES Aragón,Álgebra Lineal,Stewart,Alfaomega,Ciencias Sociales,,devuelto ,BIBLIOTECA CENTRAL,ciudad de mexico ,,cap02
PB-00424,2026-06-10,Matemáticas, fes aragón ,Python para Todos,Stewart,, ciencias sociales ,3,devuelto , fes aragón ,CDMX,sin observación,temporal
PB-00594,2026-03-15,DERECHO,Ciudad Universitaria,Minería de Datos,Mendenhall,UNAM, computación ,25,en préstamo ,Biblioteca Central,Ciudad de México,libro dañado,admin
PB-00144,2026-05-24, matematicas ,FES ARAGON,Cálculo I,Mendenhall,Mcgraw-Hill,Matemáticas,7,VENCIDO,Biblioteca Central,NEZAHUALCOYOTL,,cap01
PB-00183,2026-05-16,MATEMATICAS,Ciudad Universitaria,Bases de Datos,Tanenbaum,McGraw Hill,MATEMATICAS,10,EN PRESTAMO,Biblioteca Central,nezahualcóyotl ,renovación,cap02
PB-00100,2026-04-08, ing. computacion ,CU,Álgebra Lineal,Date,,Computación,5,en préstamo ,BIBLIOTECA CENTRAL,nezahualcóyotl ,renovación,temporal
PB-00256,2026-04-16, ing. computacion ,FES Aragón,Redes de Computadoras,Grossman, pearson ,Matemáticas,10,devuelto ,FES ARAGON,ciudad de mexico ,,admin
PB-00371,2026-04-30,Derecho, fes aragón ,Estadística Básica,Date,McGraw Hill,Matemáticas,3,VENCIDO,FES Aragón,Ciudad de México,libro dañado,admin
PB-00181,2026-04-22, matematicas ,FES Aragón,Álgebra Lineal,Date,UNAM,Ciencias Sociales,25,en préstamo ,biblioteca central ,CDMX,revisar,cap02
PB-00327,2026-03-11,comunicación , ciudad universitaria ,Python para Todos,Witten,UNAM,COMPUTACION,30,en préstamo ,BIBLIOTECA CENTRAL,nezahualcóyotl ,sin observación,cap01
PB-00150,2026-02-19,COMUNICACION Y PERIODISMO,Ciudad Universitaria,Bases de Datos,Guido, pearson ,MATEMATICAS,5,devuelto , fes aragón ,Nezahualcóyotl,revisar,cap02
PB-00446,2026-02-05,comunicación ,Ciudad Universitaria,Redes de Computadoras,Tanenbaum,Pearson, computación ,25,EN PRESTAMO,BIBLIOTECA CENTRAL,ciudad de mexico ,sin observación,cap02
PB-00179,2026-03-01,Derecho, fes aragón ,Álgebra Lineal,Guido,Pearson,Ciencias Sociales,3,EN PRESTAMO,FES Aragón,nezahualcóyotl ,revisar,temporal
PB-00072,2026-02-26,INGENIERIA EN COMPUTACION,Ciudad Universitaria,Python para Todos,Tanenbaum, pearson , ciencias sociales ,7,VENCIDO,FES ARAGON,nezahualcóyotl ,libro dañado,temporal
PB-00409,2026-03-11,Matemáticas, fes aragón ,Bases de Datos,Mendenhall,PEARSON,Ciencias Sociales,,devuelto , fes aragón ,Ciudad de México,,admin
PB-00307,2026-03-10, ing. computacion ,FES Aragón,Bases de Datos,Date,,Matemáticas,5,en préstamo , fes aragón ,Ciudad de México,renovación,cap02
PB-00348,2026-03-29,COMUNICACION Y PERIODISMO,FES Aragón,Bases de Datos,Witten, pearson ,COMPUTACION,25,Vencido,biblioteca central ,nezahualcóyotl ,libro dañado,admin
PB-00330,2026-02-04,Ing. en Computación,Ciudad Universitaria,Bases de Datos,Witten,, ciencias sociales ,15,Vencido,FES Aragón,CDMX,,cap01
PB-00243,2026-04-21, ing. computacion , ciudad universitaria ,Estadística Básica,Date,, ciencias sociales ,7,VENCIDO,FES ARAGON,CDMX,revisar,admin
PB-00436,2026-03-17, ing. computacion ,Ciudad Universitaria,Bases de Datos,Guido,Pearson, computación ,25,EN PRESTAMO,BIBLIOTECA CENTRAL,NEZAHUALCOYOTL,revisar,cap02
PB-00288,2026-04-14,Comunicación y Periodismo,FES ARAGON,Álgebra Lineal,Tanenbaum,UNAM,Ciencias Sociales,25,VENCIDO, fes aragón ,nezahualcóyotl ,sin observación,cap01
PB-00382,2026-03-23,INGENIERIA EN COMPUTACION,FES ARAGON,Python para Todos,Tanenbaum, pearson ,Matemáticas,7,En préstamo, fes aragón ,ciudad de mexico ,libro dañado,cap02
PB-00204,2026-03-27,comunicación ,Ciudad Universitaria,Python para Todos,Tanenbaum,UNAM,Ciencias Sociales,25,En préstamo, fes aragón ,CDMX,libro dañado,temporal
PB-00068,2026-02-26,INGENIERIA EN COMPUTACION,FES ARAGON,Python para Todos,Stewart, pearson ,COMPUTACION,20,VENCIDO,FES ARAGON,ciudad de mexico ,sin observación,cap01
PB-00614,2026-04-06,comunicación , ciudad universitaria ,Estadística Básica,Witten,,Computación,10,devuelto ,BIBLIOTECA CENTRAL,Ciudad de México,renovación,cap01
PB-00200,2026-04-05,DERECHO, fes aragón ,Minería de Datos,Date,PEARSON,Ciencias Sociales,,VENCIDO, fes aragón ,Ciudad de México,renovación,admin
PB-00606,2026-05-16,comunicación ,FES ARAGON,Cálculo I,Grossman,UNAM,Matemáticas,15,EN PRESTAMO,FES Aragón,CDMX,,temporal
PB-00015,2026-03-13,Ing. en Computación,FES Aragón,Redes de Computadoras,Date,,COMPUTACION,30,en préstamo ,BIBLIOTECA CENTRAL,Nezahualcóyotl,revisar,temporal
PB-00565,2026-06-08,COMUNICACION Y PERIODISMO,FES ARAGON,Minería de Datos,Tanenbaum,UNAM,MATEMATICAS,25,Vencido,FES ARAGON,NEZAHUALCOYOTL,libro dañado,cap01
PB-00176,2026-04-25,Ingeniería en Computación,CU,Python para Todos,Date,Alfaomega, ciencias sociales ,3,Vencido,Biblioteca Central,NEZAHUALCOYOTL,renovación,cap01
PB-00103,2026-03-29,DERECHO,Ciudad Universitaria,Python para Todos,Stewart,McGraw Hill, ciencias sociales ,25,devuelto ,FES ARAGON,nezahualcóyotl ,renovación,cap01
PB-00233,2026-05-09,Ing. en Computación,Ciudad Universitaria,Minería de Datos,Mendenhall,, ciencias sociales ,30,Vencido,biblioteca central ,CDMX,,cap02
PB-00295,2026-05-30,Comunicación y Periodismo, fes aragón ,Estadística Básica,Grossman,PEARSON, computación ,,VENCIDO,FES Aragón,Nezahualcóyotl,revisar,cap02
PB-00112,2026-03-16, matematicas ,Ciudad Universitaria,Python para Todos,Grossman,,COMPUTACION,15,devuelto ,BIBLIOTECA CENTRAL,NEZAHUALCOYOTL,libro dañado,admin
PB-00248,2026-02-07,Comunicación y Periodismo, ciudad universitaria ,Minería de Datos,Guido,Mcgraw-Hill,Matemáticas,25,devuelto ,FES ARAGON,ciudad de mexico ,libro dañado,temporal
PB-00473,2026-04-01, matematicas ,FES Aragón,Python para Todos,Guido,Mcgraw-Hill,Ciencias Sociales,20,Vencido, fes aragón ,Ciudad de México,revisar,admin
PB-00566,2026-05-03,Comunicación y Periodismo, fes aragón ,Cálculo I,Witten,,Matemáticas,5,En préstamo,biblioteca central ,Nezahualcóyotl,sin observación,temporal
PB-00375,2026-02-25,Derecho, fes aragón ,Álgebra Lineal,Tanenbaum,, computación ,15,En préstamo,FES Aragón,Ciudad de México,renovación,temporal
PB-00426,2026-03-01,Matemáticas,FES ARAGON,Python para Todos,Date,,Ciencias Sociales,7,Vencido,FES Aragón,nezahualcóyotl ,libro dañado,admin
PB-00086,2026-04-18,INGENIERIA EN COMPUTACION,CU,Python para Todos,Mendenhall,UNAM,COMPUTACION,20,en préstamo ,BIBLIOTECA CENTRAL,ciudad de mexico ,sin observación,cap01
PB-00264,2026-02-23, ing. computacion ,Ciudad Universitaria,Cálculo I,Mendenhall,PEARSON,Matemáticas,,Devuelto,FES ARAGON,Ciudad de México,libro dañado,cap01
PB-00180,,derecho ,FES ARAGON,Redes de Computadoras,Grossman,Alfaomega,COMPUTACION,10,VENCIDO,FES Aragón,nezahualcóyotl ,sin observación,temporal
PB-00637,2026-05-28,INGENIERIA EN COMPUTACION,FES Aragón,Álgebra Lineal,Guido,UNAM,Matemáticas,,En préstamo,biblioteca central ,CDMX,sin observación,temporal
PB-00312,2026-04-09,COMUNICACION Y PERIODISMO, ciudad universitaria ,Cálculo I,Tanenbaum,,Ciencias Sociales,3,en préstamo ,biblioteca central ,CDMX,revisar,cap02
PB-00470,2026-03-16,derecho ,Ciudad Universitaria,Redes de Computadoras,Stewart,Mcgraw-Hill,COMPUTACION,5,devuelto ,FES Aragón,Ciudad de México,renovación,temporal
PB-00508,2026-03-18,comunicación ,CU,Cálculo I,Stewart,UNAM,MATEMATICAS,15,devuelto ,biblioteca central ,CDMX,sin observación,admin
PB-00581,2026-02-06, matematicas , fes aragón ,Estadística Básica,Grossman,Mcgraw-Hill, ciencias sociales ,,En préstamo,Biblioteca Central,CDMX,revisar,cap01
PB-00039,2026-06-11,Derecho,FES ARAGON,Álgebra Lineal,Guido,Alfaomega, ciencias sociales ,25,devuelto , fes aragón ,nezahualcóyotl ,libro dañado,temporal
PB-00481,2026-05-19,Ingeniería en Computación,FES Aragón,Estadística Básica,Witten,Mcgraw-Hill,Matemáticas,20,VENCIDO,BIBLIOTECA CENTRAL,NEZAHUALCOYOTL,,temporal
PB-00119,2026-05-05,Ing. en Computación,CU,Bases de Datos,Witten,UNAM,Ciencias Sociales,25,VENCIDO,biblioteca central ,ciudad de mexico ,libro dañado,cap01
PB-00362,2026-03-22,Matemáticas,FES ARAGON,Estadística Básica,Mendenhall,Pearson,MATEMATICAS,7,EN PRESTAMO,FES Aragón,NEZAHUALCOYOTL,revisar,cap02
PB-00584,2026-04-30,comunicación ,CU,Estadística Básica,Mendenhall,Alfaomega, ciencias sociales ,10,,Biblioteca Central,CDMX,sin observación,cap02
PB-00469,2026-05-27,DERECHO,Ciudad Universitaria,Bases de Datos,Mendenhall, pearson ,COMPUTACION,20,devuelto ,Biblioteca Central,Nezahualcóyotl,libro dañado,cap01
PB-00619,2026-02-11,comunicación , ciudad universitaria ,Cálculo I,Grossman,McGraw Hill, computación ,25,Vencido, fes aragón ,ciudad de mexico ,sin observación,temporal
PB-00523,2026-05-05,COMUNICACION Y PERIODISMO,Ciudad Universitaria,Minería de Datos,Date,,Ciencias Sociales,,Vencido,FES Aragón,ciudad de mexico ,sin observación,cap02
PB-00386,2026-06-03,COMUNICACION Y PERIODISMO,CU,Minería de Datos,Date,UNAM,Matemáticas,10,Devuelto,BIBLIOTECA CENTRAL,ciudad de mexico ,,cap02
PB-00218,2026-04-22,Comunicación y Periodismo, ciudad universitaria ,Minería de Datos,Date,Mcgraw-Hill,COMPUTACION,5,devuelto ,FES Aragón,ciudad de mexico ,sin observación,cap02
PB-00186,2026-05-22,COMUNICACION Y PERIODISMO, ciudad universitaria ,Álgebra Lineal,Stewart,McGraw Hill, ciencias sociales ,15,Vencido,Biblioteca Central,ciudad de mexico ,renovación,admin
PB-00476,2026-02-10,COMUNICACION Y PERIODISMO,Ciudad Universitaria,Cálculo I,Stewart,Alfaomega, computación ,25,En préstamo, fes aragón ,NEZAHUALCOYOTL,sin observación,admin
PB-00001,2026-02-28,Comunicación y Periodismo,CU,Redes de Computadoras,Grossman,McGraw Hill,Ciencias Sociales,5,devuelto ,FES ARAGON,ciudad de mexico ,revisar,temporal
PB-00440,2026-03-08,INGENIERIA EN COMPUTACION, fes aragón ,Minería de Datos,Mendenhall,Alfaomega, computación ,30,En préstamo,FES ARAGON,Nezahualcóyotl,revisar,admin
PB-00429,2026-03-01,Ing. en Computación,FES Aragón,Cálculo I,Witten,Pearson,MATEMATICAS,7,devuelto ,BIBLIOTECA CENTRAL,CDMX,renovación,cap02
PB-00224,2026-05-24,MATEMATICAS,FES Aragón,Redes de Computadoras,Grossman, pearson , computación ,10,devuelto , fes aragón ,nezahualcóyotl ,sin observación,temporal
PB-00052,2026-04-11,Derecho,Ciudad Universitaria,Python para Todos,Stewart,PEARSON, ciencias sociales ,,VENCIDO,BIBLIOTECA CENTRAL,Ciudad de México,renovación,cap02
PB-00634,2026-03-08,Matemáticas,Ciudad Universitaria,Redes de Computadoras,Tanenbaum,, computación ,30,En préstamo,Biblioteca Central,NEZAHUALCOYOTL,renovación,temporal
PB-00147,2026-05-02,comunicación ,CU,Álgebra Lineal,Grossman,Pearson,Matemáticas,15,en préstamo ,biblioteca central ,NEZAHUALCOYOTL,renovación,cap01
PB-00029,2026-05-03,INGENIERIA EN COMPUTACION,CU,Python para Todos,Mendenhall,Alfaomega,Ciencias Sociales,,en préstamo ,FES Aragón,nezahualcóyotl ,,temporal
PB-00155,2026-05-18,INGENIERIA EN COMPUTACION,FES Aragón,Cálculo I,Guido,Pearson,Matemáticas,30,Devuelto,FES ARAGON,NEZAHUALCOYOTL,sin observación,cap01
PB-00014,2026-04-30, matematicas , fes aragón ,Bases de Datos,Witten,McGraw Hill,Ciencias Sociales,25,VENCIDO, fes aragón ,ciudad de mexico ,sin observación,cap02
PB-00034,2026-04-19,INGENIERIA EN COMPUTACION, fes aragón ,Estadística Básica,Guido,UNAM,MATEMATICAS,30,,FES Aragón,ciudad de mexico ,sin observación,cap01
PB-00631,2026-05-11,Ing. en Computación, fes aragón ,Python para Todos,Mendenhall,Mcgraw-Hill,Computación,10,En préstamo,biblioteca central ,Nezahualcóyotl,revisar,temporal
PB-00311,2026-04-02,derecho ,CU,Álgebra Lineal,Tanenbaum,McGraw Hill,Matemáticas,7,EN PRESTAMO,FES ARAGON,Nezahualcóyotl,revisar,admin
PB-00156,2026-04-25,DERECHO,Ciudad Universitaria,Álgebra Lineal,Witten,PEARSON,MATEMATICAS,10,en préstamo ,FES ARAGON,CDMX,renovación,admin
PB-00031,2026-02-14,Derecho,CU,Python para Todos,Tanenbaum,Mcgraw-Hill,MATEMATICAS,,devuelto ,Biblioteca Central,NEZAHUALCOYOTL,,cap02
PB-00075,2026-06-08,Comunicación y Periodismo,FES Aragón,Minería de Datos,Witten, pearson ,COMPUTACION,,en préstamo ,biblioteca central ,nezahualcóyotl ,revisar,cap01
PB-00391,2026-02-26,Comunicación y Periodismo,FES ARAGON,Python para Todos,Grossman,McGraw Hill,Matemáticas,25,EN PRESTAMO,biblioteca central ,CDMX,renovación,admin
PB-00281,2026-04-23,Comunicación y Periodismo,FES Aragón,Minería de Datos,Guido,UNAM,COMPUTACION,30,EN PRESTAMO,FES ARAGON,CDMX,,cap02
PB-00524,2026-06-06,Ing. en Computación,CU,Estadística Básica,Witten,Alfaomega,COMPUTACION,15,En préstamo,BIBLIOTECA CENTRAL,ciudad de mexico ,revisar,cap01
PB-00168,2026-05-02,comunicación ,FES Aragón,Minería de Datos,Stewart,PEARSON,Matemáticas,20,Vencido,FES ARAGON,nezahualcóyotl ,sin observación,cap01
PB-00279,2026-04-12,MATEMATICAS, ciudad universitaria ,Redes de Computadoras,Stewart,UNAM,COMPUTACION,,VENCIDO,FES Aragón,Ciudad de México,libro dañado,admin
PB-00411,2026-04-29,Derecho,Ciudad Universitaria,Cálculo I,Guido, pearson ,MATEMATICAS,20,EN PRESTAMO,biblioteca central ,ciudad de mexico ,sin observación,cap01
PB-00326,2026-06-06,Comunicación y Periodismo,FES ARAGON,Estadística Básica,Witten,Alfaomega,Computación,,devuelto ,BIBLIOTECA CENTRAL,nezahualcóyotl ,renovación,cap02
PB-00085,2026-02-23,Matemáticas, ciudad universitaria ,Python para Todos,Date,Mcgraw-Hill,MATEMATICAS,30,Vencido,FES ARAGON,CDMX,,cap02
PB-00098,2026-03-26,Ing. en Computación, fes aragón ,Álgebra Lineal,Date,UNAM, computación ,5,Vencido,biblioteca central ,CDMX,libro dañado,admin
PB-00165,2026-03-02, matematicas , ciudad universitaria ,Estadística Básica,Witten,, ciencias sociales ,7,En préstamo, fes aragón ,CDMX,libro dañado,cap02
PB-00460,2026-04-09,Ing. en Computación,CU,Python para Todos,Witten,Alfaomega,Computación,5,EN PRESTAMO,BIBLIOTECA CENTRAL,Nezahualcóyotl,libro dañado,cap02
PB-00404,2026-05-04,Ing. en Computación,FES Aragón,Python para Todos,Date,Alfaomega, ciencias sociales ,5,Devuelto,Biblioteca Central,ciudad de mexico ,renovación,admin
PB-00346,2026-04-16,Derecho,FES Aragón,Redes de Computadoras,Stewart,McGraw Hill,MATEMATICAS,30,Vencido,biblioteca central ,NEZAHUALCOYOTL,revisar,temporal
PB-00533,2026-04-12,DERECHO,Ciudad Universitaria,Redes de Computadoras,Tanenbaum,PEARSON,Computación,10,Vencido,FES Aragón,Nezahualcóyotl,sin observación,temporal
PB-00489,2026-03-10, ing. computacion , fes aragón ,Bases de Datos,Grossman,UNAM,Ciencias Sociales,30,en préstamo , fes aragón ,CDMX,sin observación,cap01
PB-00078,2026-03-28,COMUNICACION Y PERIODISMO,Ciudad Universitaria,Python para Todos,Date,McGraw Hill,Computación,15,en préstamo ,BIBLIOTECA CENTRAL,CDMX,revisar,cap01
PB-00073,2026-05-18,DERECHO,CU,Python para Todos,Witten,Mcgraw-Hill,Matemáticas,10,VENCIDO,Biblioteca Central,ciudad de mexico ,libro dañado,admin
PB-00094,2026-06-07,COMUNICACION Y PERIODISMO, ciudad universitaria ,Python para Todos,Witten,UNAM,Ciencias Sociales,25,en préstamo ,Biblioteca Central,nezahualcóyotl ,renovación,temporal
PB-00167,2026-04-08,, ciudad universitaria ,Cálculo I,Date,PEARSON,Matemáticas,5,en préstamo ,biblioteca central ,CDMX,revisar,cap02
PB-00447,2026-05-13,comunicación ,CU,Estadística Básica,Guido,McGraw Hill,Matemáticas,,Devuelto,BIBLIOTECA CENTRAL,CDMX,renovación,cap02
PB-00239,2026-03-04,INGENIERIA EN COMPUTACION,FES ARAGON,Estadística Básica,Tanenbaum,PEARSON, computación ,3,en préstamo ,FES ARAGON,nezahualcóyotl ,libro dañado,cap01
PB-00211,2026-03-24,DERECHO,CU,Python para Todos,Stewart, pearson ,Ciencias Sociales,5,VENCIDO,Biblioteca Central,nezahualcóyotl ,revisar,temporal
PB-00478,2026-03-23,COMUNICACION Y PERIODISMO,FES Aragón,Estadística Básica,Stewart,Alfaomega,Matemáticas,,EN PRESTAMO,Biblioteca Central,NEZAHUALCOYOTL,,temporal
PB-00164,2026-02-04,INGENIERIA EN COMPUTACION,FES Aragón,Python para Todos,Tanenbaum,Alfaomega,Computación,25,EN PRESTAMO,FES ARAGON,Nezahualcóyotl,revisar,admin
PB-00403,2026-06-10,DERECHO,FES Aragón,Bases de Datos,Guido,,Matemáticas,,EN PRESTAMO,Biblioteca Central,Nezahualcóyotl,revisar,admin
PB-00491,2026-05-11,COMUNICACION Y PERIODISMO,CU,Cálculo I,Guido, pearson ,Ciencias Sociales,25,devuelto ,BIBLIOTECA CENTRAL,Nezahualcóyotl,revisar,temporal
PB-00232,,COMUNICACION Y PERIODISMO,FES ARAGON,Cálculo I,Mendenhall,UNAM, computación ,20,VENCIDO, fes aragón ,CDMX,renovación,temporal
PB-00213,2026-02-07,Comunicación y Periodismo,FES ARAGON,Bases de Datos,Grossman,Alfaomega,COMPUTACION,30,Devuelto, fes aragón ,CDMX,revisar,cap01
PB-00541,2026-05-05,DERECHO, fes aragón ,Minería de Datos,Tanenbaum,,Matemáticas,25,devuelto ,FES ARAGON,CDMX,libro dañado,temporal
PB-00297,2026-03-01,Ing. en Computación,FES ARAGON,Minería de Datos,Date,,COMPUTACION,25,EN PRESTAMO, fes aragón ,NEZAHUALCOYOTL,revisar,cap01
PB-00336,2026-05-19,Derecho,FES Aragón,Redes de Computadoras,Date,Alfaomega,Computación,25,Vencido,Biblioteca Central,CDMX,,cap01
PB-00600,2026-02-28,comunicación ,CU,Estadística Básica,Guido,PEARSON, computación ,20,en préstamo ,FES ARAGON,ciudad de mexico ,libro dañado,temporal
PB-00397,2026-03-02,MATEMATICAS, fes aragón ,Estadística Básica,Guido,Alfaomega,MATEMATICAS,10,VENCIDO,FES Aragón,Ciudad de México,sin observación,admin
PB-00043,2026-04-12,Ing. en Computación, fes aragón ,Redes de Computadoras,Mendenhall,Pearson, computación ,20,Vencido, fes aragón ,CDMX,libro dañado,temporal
PB-00392,2026-02-13,INGENIERIA EN COMPUTACION, ciudad universitaria ,Python para Todos,Witten,McGraw Hill,Ciencias Sociales,30,VENCIDO,biblioteca central ,Nezahualcóyotl,renovación,cap02
PB-00158,,DERECHO, fes aragón ,Minería de Datos,Tanenbaum,Alfaomega,MATEMATICAS,30,Devuelto, fes aragón ,nezahualcóyotl ,libro dañado,cap01
PB-00095,2026-03-17,Derecho,Ciudad Universitaria,Cálculo I,Stewart,,Ciencias Sociales,5,VENCIDO,biblioteca central ,NEZAHUALCOYOTL,,admin
PB-00467,2026-05-01,Derecho, fes aragón ,Python para Todos,Mendenhall,Alfaomega, ciencias sociales ,3,Devuelto, fes aragón ,nezahualcóyotl ,libro dañado,cap01
PB-00268,2026-05-27,Derecho,FES Aragón,Estadística Básica,Guido,PEARSON,COMPUTACION,15,en préstamo ,biblioteca central ,ciudad de mexico ,renovación,admin
PB-00285,2026-02-19,Comunicación y Periodismo, ciudad universitaria ,Bases de Datos,Guido,,Computación,3,Vencido, fes aragón ,Nezahualcóyotl,sin observación,admin
PB-00139,2026-03-28,COMUNICACION Y PERIODISMO, ciudad universitaria ,Minería de Datos,Guido,Pearson,MATEMATICAS,30,en préstamo ,biblioteca central ,Nezahualcóyotl,sin observación,cap02
PB-00511,2026-03-14,Ing. en Computación, fes aragón ,Cálculo I,Guido,McGraw Hill,MATEMATICAS,30,VENCIDO,BIBLIOTECA CENTRAL,nezahualcóyotl ,revisar,cap01
PB-00301,2026-05-19,Matemáticas,FES ARAGON,Python para Todos,Witten,PEARSON, ciencias sociales ,,EN PRESTAMO,Biblioteca Central,NEZAHUALCOYOTL,,temporal
PB-00189,2026-04-27, matematicas ,CU,Estadística Básica,Stewart,,COMPUTACION,3,Vencido,Biblioteca Central,Ciudad de México,revisar,cap01
PB-00318,2026-02-15,DERECHO,FES Aragón,Estadística Básica,Date,PEARSON,Computación,20,en préstamo , fes aragón ,NEZAHUALCOYOTL,renovación,temporal
